1,28,40,14,19,0
4,21,40,14,32,0
3,27,44,16,0,1
4,24,50,20,29,0
7,26,40,13,4,1
8,29,40,20,37,0
6,27,40,12,40,0
4,22,45,12,17,1
8,27,40,18,24,0
3,26,41,17,33,1
0,25,47,16,6,1
1,21,40,12,37,0
4,21,49,19,26,0
2,25,42,18,8,0
6,22,47,20,13,1
2,26,46,11,1,0
6,28,44,16,0,1
3,24,44,19,40,1
0,21,45,19,38,0
3,28,49,16,38,1
4,23,48,20,33,1
4,24,49,17,21,0
7,26,40,9,20,1
0,27,48,20,13,1
5,24,40,18,7,0
5,26,46,19,24,0
1,26,47,17,6,1
5,28,41,20,2,1
6,20,49,17,12,0
1,30,44,11,13,1
7,26,43,9,34,0
2,21,48,16,35,1
1,23,46,15,24,0
4,21,49,16,31,1
7,25,46,12,8,1
5,26,41,14,28,0
6,23,41,14,24,1
5,26,50,14,5,1
3,20,44,13,12,1
6,29,45,20,19,0
8,25,49,12,19,0
0,23,44,12,33,0
1,28,41,14,36,0
5,22,44,9,7,0
3,24,41,20,25,0
6,22,42,20,24,0
8,24,50,10,22,1
5,29,50,10,6,1
8,22,50,12,17,1
5,27,42,17,18,0
1,20,43,17,26,1
4,25,49,19,17,0
4,21,47,13,20,0
0,24,44,10,17,0
0,25,48,19,6,1
3,27,41,14,4,1
0,26,47,14,28,0
2,29,46,16,37,1
7,22,50,16,10,1
6,28,40,17,29,0
0,20,43,11,7,1
7,25,43,19,30,0
4,24,45,15,19,0
2,27,42,11,8,1
3,25,44,9,26,1
6,25,40,10,8,1
0,28,42,20,5,0
4,26,45,9,33,1
6,21,42,19,39,1
5,27,48,15,26,1
1,28,41,12,31,0
6,26,41,11,7,0
6,22,48,14,2,0
6,26,47,11,38,1
8,28,48,11,28,1
2,27,45,20,17,1
4,26,40,11,18,0
8,21,41,16,30,1
1,22,42,12,21,0
6,22,50,13,39,0
4,29,49,16,16,0
1,28,46,10,2,0
4,23,41,16,3,0
2,28,41,13,18,1
3,21,44,20,14,1
5,27,48,12,12,0
1,29,40,19,11,0
0,24,40,16,4,0
5,28,49,9,14,1
3,23,50,12,18,0
7,21,43,18,25,1
6,20,42,15,13,0
2,24,43,17,28,1
7,25,50,16,14,0
5,20,43,13,12,1
4,29,45,17,13,1
8,28,48,20,2,0
7,20,42,15,33,1
5,30,48,20,16,1
2,24,47,12,35,1
0,28,49,14,1,1
7,29,47,15,38,1
1,21,40,13,12,0
5,22,47,9,34,1
3,20,46,19,9,1
5,28,50,9,11,0
8,21,49,16,32,1
4,20,50,10,18,1
5,23,45,17,0,0
5,29,46,17,30,1
5,29,50,14,34,1
8,29,50,14,12,1
0,23,46,20,24,1
0,25,45,14,19,0
8,26,42,17,2,1
7,26,41,19,40,0
0,20,42,18,8,1
2,23,41,11,5,0
6,22,50,17,13,1
7,21,45,9,8,1
2,23,42,11,32,0
5,29,49,18,25,0
2,27,46,12,21,0
3,26,44,16,19,0
6,24,45,20,32,0
5,28,48,19,35,1
0,22,45,15,25,0
3,30,40,12,7,0
8,29,49,15,9,0
7,21,44,19,27,0
4,20,42,20,1,1
5,23,45,18,31,0
4,27,43,16,32,1
6,20,43,12,0,0
5,26,44,12,25,1
7,21,43,15,38,0
5,28,49,10,30,0
1,29,50,19,2,1
4,27,48,9,26,1
3,25,42,20,14,1
4,23,47,9,25,0
6,21,43,20,17,1
3,22,50,9,26,0
7,30,47,18,1,1
8,28,44,20,9,1
4,23,43,12,9,0
7,24,40,18,14,1
4,23,45,11,35,1
1,26,49,15,22,1
1,25,43,19,28,0
3,24,48,20,6,0
0,22,41,15,36,0
4,26,49,16,3,1
2,28,42,13,36,1
3,28,48,20,21,1
0,20,42,16,36,0
8,29,41,18,13,0
6,28,42,20,28,1
7,29,40,12,30,0
2,23,44,12,37,1
3,28,45,11,12,0
6,29,43,16,16,1
6,25,47,18,21,0
2,25,44,14,16,1
2,26,42,17,5,0
6,24,40,15,20,0
2,27,43,14,1,0
2,20,46,20,38,0
0,26,50,11,22,1
7,26,40,14,20,1
6,27,42,9,5,0
6,26,49,9,21,1
0,27,47,15,31,0
0,25,48,18,39,0
4,27,43,14,24,1
7,30,45,13,13,1
0,22,41,18,3,1
0,30,45,14,16,0
8,22,41,9,26,1
8,21,40,19,24,1
4,27,49,10,30,0
7,28,49,20,35,1
1,29,43,19,20,0
0,28,45,13,35,1
0,22,50,17,26,1
6,26,42,13,10,0
8,26,48,18,35,0
0,20,45,17,7,1
6,22,41,11,20,0
7,20,47,12,25,0
8,25,45,10,8,1
2,27,43,12,27,0
1,29,41,11,30,0
0,22,42,18,35,0
5,20,46,15,25,0
0,21,46,13,17,0
5,24,41,14,36,0
6,20,47,14,20,1
4,23,48,19,12,1
8,28,44,19,40,1
4,29,48,9,10,1
2,20,46,19,8,0
1,21,48,16,22,1
2,29,44,11,9,1
7,27,48,15,38,0
3,27,40,9,3,1
7,25,47,15,35,0
8,30,45,14,28,0
8,27,49,10,29,0
0,22,42,12,22,1
3,30,42,17,26,0
4,21,44,10,16,1
8,21,46,10,35,0
4,29,44,20,13,1
0,28,50,10,16,0
4,27,43,14,0,1
7,20,45,13,33,0
6,26,47,19,30,0
6,22,44,9,18,1
6,28,50,18,7,0
8,25,42,13,18,1
4,30,46,11,34,0
3,24,43,13,1,0
5,24,45,13,22,0
6,26,50,12,38,0
2,29,47,16,39,1
7,28,50,19,12,1
5,29,42,18,13,1
8,23,50,10,4,0
4,23,49,16,17,0
0,30,46,16,28,1
0,30,41,14,0,1
2,26,40,16,28,0
7,24,50,11,1,1
5,28,46,12,16,0
0,25,46,15,33,0
6,21,50,12,10,0
1,28,40,13,38,0
1,26,44,15,30,1
0,30,45,18,14,0
7,27,43,19,40,1
7,24,49,9,13,1
0,20,50,17,25,0
8,29,50,14,38,0
1,30,40,15,31,1
0,26,43,10,18,0
2,20,49,13,6,1
0,26,44,20,28,0
4,26,48,19,31,0
0,23,49,10,12,1
2,24,44,18,34,0
2,20,47,16,20,0
0,25,50,17,16,0
3,23,46,13,21,1
5,24,49,18,10,0
3,20,46,19,1,0
1,20,41,20,10,0
0,30,46,19,7,0
7,24,44,19,21,1
1,30,42,11,33,1
3,30,48,20,17,1
7,21,47,17,2,1
3,29,41,15,36,0
1,22,44,11,3,0
8,30,50,11,21,0
0,29,44,13,38,1
6,29,46,13,6,0
1,25,47,18,36,0
4,30,44,11,10,1
4,30,43,14,21,0
5,30,49,12,10,1
8,29,47,11,5,0
4,23,45,16,34,1
6,29,44,16,14,1
0,24,48,20,24,0
3,23,42,12,15,0
0,25,47,15,17,1
8,26,47,11,14,1
0,29,46,11,23,0
1,29,48,17,1,1
1,29,44,17,31,1
6,23,48,12,31,0
4,24,40,10,33,1
7,28,45,15,30,0
3,21,46,20,24,0
5,22,45,12,19,1
0,23,48,15,31,1
7,27,42,16,3,1
6,28,41,16,18,0
2,30,44,19,18,0
0,24,42,17,3,0
7,22,44,10,16,0
1,30,49,17,9,0
5,27,46,15,10,1
6,30,43,19,9,1
2,28,42,18,19,0
0,29,43,13,23,0
8,26,44,16,29,1
3,28,41,13,17,1
1,30,50,9,19,0
0,26,44,19,32,1
3,26,43,17,11,0
0,25,45,9,9,0
2,22,44,14,4,1
0,30,40,13,4,0
6,22,46,9,39,1
5,21,41,17,29,0
7,21,47,18,13,1
8,21,46,10,0,0
5,23,40,18,16,1
0,23,44,11,17,1
4,25,40,10,36,0
5,29,45,13,12,1
8,28,41,16,0,0
8,21,49,13,17,1
7,25,43,11,1,1
7,21,45,11,21,1
4,26,43,9,7,1
2,24,49,16,12,0
4,25,43,9,23,1
6,25,49,12,28,1
8,20,42,20,40,1
4,23,45,10,30,0
7,20,40,20,35,1
8,24,40,11,5,1
4,26,46,16,16,1
7,30,40,19,40,1
3,20,48,16,15,1
8,28,41,9,3,0
2,23,43,15,17,0
0,29,40,20,38,0
5,27,48,11,8,0
5,27,42,18,10,0
7,20,44,9,32,1
0,22,49,18,14,0
2,29,49,16,12,1
7,27,44,13,9,1
8,21,49,16,21,1
2,21,46,15,27,0
4,21,46,9,26,0
4,29,46,16,3,0
5,26,49,18,11,0
2,23,50,20,4,0
2,29,40,20,9,1
7,20,45,16,34,1
5,28,45,16,16,1
5,28,45,10,8,0
2,24,48,15,21,1
4,21,42,11,35,1
4,24,41,9,10,0
0,23,48,16,5,1
2,26,41,20,23,0
6,22,45,15,17,0
6,24,50,13,15,1
3,29,50,11,11,0
5,27,49,11,18,0
3,23,47,18,5,1
8,25,46,17,9,0
2,30,43,10,15,0
1,26,43,16,33,1
5,27,42,13,4,0
7,21,46,17,14,1
5,20,50,14,27,0
5,21,45,19,35,1
1,29,49,12,7,1
7,29,41,17,0,0
4,27,44,18,1,1
7,25,47,12,11,1
2,21,49,11,13,1
8,25,50,13,27,0
4,23,42,20,24,0
5,21,47,10,36,0
6,30,44,16,10,1
6,25,44,18,29,1
5,27,45,19,19,1
0,27,40,13,19,1
8,23,40,18,11,1
3,23,44,12,36,0
5,25,50,10,24,0
0,28,48,9,21,0
4,24,47,19,32,1
8,27,47,20,37,0
5,23,47,12,22,1
7,24,47,20,13,0
3,24,50,19,40,1
5,20,46,14,33,0
8,22,49,14,36,1
4,21,46,14,27,0
7,24,43,18,15,1
0,28,47,13,25,0
4,25,43,16,37,0
0,29,47,20,15,1
5,27,42,18,34,0
6,30,45,19,7,0
5,27,50,20,9,1
2,29,43,18,40,0
6,21,47,18,17,0
7,27,47,14,23,1
6,25,44,9,11,0
6,24,47,20,31,1
1,20,46,19,37,1
1,30,50,18,39,0
7,21,43,20,28,0
4,22,44,20,7,1
6,22,41,12,8,1
1,28,40,9,20,1
3,20,42,11,38,1
6,27,40,16,10,1
0,24,44,17,5,1
1,29,40,20,27,1
3,29,45,19,36,1
1,22,49,9,23,1
2,24,40,14,20,0
5,23,40,10,28,0
6,29,47,15,37,0
2,25,42,18,14,1
4,30,41,10,13,0
0,30,48,14,33,0
6,25,43,10,37,0
0,24,50,9,15,0
2,28,40,20,6,1
7,30,42,15,27,1
5,27,43,13,37,1
5,23,49,17,4,1
0,30,41,15,20,0
1,22,43,12,1,1
3,27,46,18,20,0
6,30,50,16,26,0
0,27,48,17,24,0
2,29,43,11,22,0
8,23,48,9,2,1
2,29,50,15,25,1
4,28,44,15,17,0
3,26,40,20,40,0
0,25,45,16,23,0
2,22,44,9,22,1
7,25,49,12,21,0
7,25,50,20,3,1
4,26,42,13,1,0
4,29,48,13,13,1
2,29,49,15,13,1
1,25,50,14,16,1
7,25,40,10,39,1
6,27,47,11,15,1
5,20,43,14,19,0
0,23,42,20,15,0
3,28,49,19,23,0
7,26,47,10,34,1
2,26,50,16,21,0
2,30,44,10,22,0
8,24,40,18,22,0
6,26,48,19,28,1
0,22,40,18,30,0
2,21,49,20,29,1
5,26,45,16,23,1
0,30,48,18,36,1
2,24,48,15,33,0
1,26,40,10,33,0
2,20,44,13,34,0
7,28,48,19,3,1
8,24,50,20,21,1
2,29,42,12,40,0
5,22,43,11,22,1
2,29,48,12,12,1
0,30,49,10,5,1
1,22,41,11,38,1
1,28,46,14,1,1
8,23,45,16,26,0
2,27,49,15,23,1
6,28,44,10,25,1
6,25,40,11,28,1
1,25,49,12,6,1
8,30,49,17,11,1
0,23,49,13,35,1
0,20,45,19,7,1
4,25,46,11,30,1
1,29,47,15,38,0
6,22,41,9,22,0
0,25,43,16,34,0
6,25,47,17,13,1
7,30,47,9,20,1
7,20,44,18,0,1
1,24,46,19,39,1
1,25,45,20,4,1
2,25,48,10,38,0
6,26,49,9,40,1
5,29,40,16,26,0
6,25,42,12,28,0
1,27,42,15,8,1
7,22,47,17,12,1
7,27,42,9,7,1
3,27,47,16,13,0
6,27,40,15,35,1
5,28,48,15,4,1
0,27,50,13,15,1
6,28,43,9,9,1
5,23,49,13,25,0
8,23,46,19,32,1
6,25,45,20,15,1
8,25,50,15,33,0
6,20,48,10,35,0
4,28,46,9,12,0
7,27,40,10,6,0
4,29,45,10,39,1
8,27,48,17,5,1
3,29,49,13,15,0
8,30,43,9,34,0
7,24,40,14,5,1
4,29,50,12,32,1
6,26,43,9,1,0
2,23,41,11,38,1
1,23,41,17,1,0
0,26,40,18,5,1
8,21,48,14,33,0
7,22,44,20,37,0
6,20,40,12,17,1
0,27,42,10,40,1
0,22,48,20,3,0
7,21,42,12,16,0
5,22,40,10,27,1
0,25,46,13,35,1
1,23,49,12,1,0
8,29,43,11,36,0
2,29,49,17,4,1
3,23,44,18,24,1
6,30,46,16,11,0
2,27,40,20,30,0
4,24,47,18,19,0
1,27,47,12,8,1
2,21,48,19,21,1
8,21,41,17,15,0
4,22,46,9,16,0
0,20,42,11,12,0
7,22,49,18,32,0
3,29,46,11,28,0
8,25,40,18,0,0
3,21,49,13,31,0
8,29,45,9,28,1
7,26,44,12,7,0
8,20,41,9,10,1
5,21,47,9,1,0
4,26,45,15,13,1
4,21,46,18,18,1
1,23,45,10,40,0
0,26,50,19,40,1
4,27,41,13,12,0
1,24,49,12,22,1
8,23,40,13,23,1
1,29,49,16,28,1
3,21,41,20,27,0
1,27,50,14,4,0
8,23,50,9,4,0
8,21,44,12,3,0
0,25,41,19,33,1
6,20,48,10,28,1
7,24,40,19,20,0
2,22,50,18,10,0
5,23,45,11,7,1
3,24,45,11,28,0
3,24,44,15,22,1
1,27,47,11,7,0
2,29,48,13,11,1
5,29,40,16,11,0
4,21,44,10,8,1
3,26,40,12,34,0
7,21,43,9,21,1
3,21,48,18,7,1
1,25,50,12,0,0
3,30,49,15,14,1
3,22,49,13,31,0
4,27,41,9,24,0
3,24,40,9,35,0
6,26,40,20,8,0
2,29,49,18,12,0
8,28,45,13,15,1
4,29,49,13,30,1
8,28,44,16,4,1
0,23,42,18,27,0
5,30,43,16,15,0
8,29,49,10,39,0
4,29,47,11,2,1
4,22,49,11,21,0
8,22,40,20,18,1
4,29,46,20,29,1
1,20,42,20,7,1
4,29,49,19,18,1
2,29,46,16,10,0
1,22,46,10,39,1
3,27,50,9,22,0
3,27,43,12,8,1
5,22,47,19,38,0
2,26,45,20,38,1
3,28,41,17,16,1
5,28,50,19,37,0
4,27,47,11,14,0
1,30,45,10,0,1
1,25,42,10,26,0
2,23,46,14,34,0
1,26,50,17,32,0
0,23,49,11,25,1
7,22,44,14,38,0
3,25,47,19,40,0
4,22,47,12,3,0
6,23,48,16,21,1
1,21,49,13,2,0
7,20,42,18,10,0
4,29,40,16,32,1
6,24,44,13,25,1
1,26,48,13,20,0
0,21,46,11,37,0
7,23,46,9,8,0
4,27,41,9,25,1
1,24,42,11,19,0
4,25,45,16,13,1
4,28,49,14,32,0
3,27,40,15,5,1
5,23,41,9,29,1
1,26,43,12,21,1
6,30,44,15,28,0
3,24,40,18,32,1
0,26,48,20,11,1
5,28,50,11,40,0
6,29,41,14,33,1
1,21,49,19,0,1
3,22,44,13,21,0
3,20,48,11,29,0
2,24,40,14,29,1
4,27,47,14,15,1
4,24,41,9,3,0
8,21,40,11,32,1
1,24,50,16,21,1
8,21,41,9,3,0
4,25,49,10,2,0
0,28,50,17,23,0
5,30,40,17,2,1
3,20,44,20,39,0
3,27,49,19,22,1
8,24,48,12,34,1
1,21,46,13,10,0
3,26,46,18,17,0
0,30,41,14,40,1
6,21,44,13,12,0
2,20,43,14,15,0
3,22,48,16,7,0
4,28,47,20,28,1
8,21,40,20,3,0
8,20,50,15,30,1
0,29,48,14,26,1
7,22,40,13,17,0
4,29,44,20,21,1
4,22,40,16,1,0
0,27,40,13,35,1
4,26,43,9,8,0
5,25,49,17,18,0
4,24,41,15,0,1
6,23,45,15,33,0
3,26,50,14,26,0
0,22,46,16,14,0
8,20,49,16,40,1
6,24,43,10,30,0
7,21,41,13,5,0
8,26,40,17,34,0
1,23,40,13,23,0
1,24,48,17,25,1
5,30,40,11,26,0
8,30,49,15,19,0
4,25,48,11,39,1
8,28,42,17,38,1
3,29,41,14,26,1
0,25,46,13,31,1
8,20,46,20,24,0
7,21,50,10,1,0
8,26,48,9,29,1
2,29,44,11,14,1
8,22,42,17,0,0
7,23,40,13,15,0
4,25,46,17,4,0
3,21,47,10,30,0
6,23,44,12,10,1
8,24,42,18,34,1
6,22,47,13,32,1
5,24,50,17,6,0
5,28,41,9,17,0
0,24,49,9,24,1
2,23,44,19,16,1
3,28,42,16,37,1
7,29,40,11,31,1
7,21,43,20,21,1
4,24,42,19,36,0
0,27,49,14,30,0
7,24,42,10,4,0
0,20,44,17,7,1
1,25,48,17,26,1
4,23,48,11,28,0
7,20,40,9,32,1
7,28,43,15,10,0
4,22,45,10,5,1
7,23,43,9,1,0
0,25,41,15,9,0
3,27,50,18,35,0
3,28,47,18,39,0
7,30,48,15,13,1
2,28,40,14,40,1
7,23,44,16,35,0
4,20,46,16,27,1
2,22,46,15,16,1
8,24,44,18,25,0
5,27,43,13,4,1
3,30,42,10,31,1
0,26,50,11,31,0
7,25,40,15,23,0
6,22,43,19,16,0
4,25,42,13,38,1
6,21,44,15,5,1
3,26,44,18,8,1
8,21,46,14,24,1
2,25,46,19,7,0
3,25,50,9,28,0
7,26,44,15,17,0
0,20,47,11,37,0
0,28,42,16,32,1
